,Name,Year,Mileage,Count Raiting,Rating,Fuel type,Interior color,Exterior_color,Price,bind_price
0,Toyota Corolla LE,2019,47644.0,1632.0,4.8,0, Black , Slate Metallic ,19991.0,4
1,Toyota Corolla LE,2018,38971.0,272.0,4.6,0, Ash , Red ,18700.0,4
2,Toyota Corolla LE,2018,73147.0,245.0,3.4,0, Black , Tan ,14800.0,3
4,Toyota Corolla LE,2015,88010.0,929.0,4.7,0, Ash , Classic Silver Metallic ,15985.0,4
5,Toyota Corolla LE,2018,47680.0,1032.0,4.7,0, Ash , Super White ,20000.0,4
6,Toyota Corolla LE,2019,18805.0,1619.0,4.6,0, Black , Falcon Gray Metallic ,20900.0,5
8,Toyota Corolla LE,2019,50513.0,1632.0,4.8,0, Gray , Classic Silver Metallic ,20090.0,5
10,Toyota Corolla LE,2017,49752.0,42.0,3.2,0, Black , Falcon Gray Metallic ,13899.0,3
11,Toyota Corolla LE,2019,16304.0,776.0,4.6,0, Black , Black Sand Pearl ,23215.0,5
12,Toyota Corolla LE,2017,49755.0,3285.0,4.8,0, Black , Blizzard Pearl ,17855.0,4
13,Toyota Corolla LE,2019,44753.0,2822.0,4.8,0, Black , Slate Metallic ,18999.0,4
14,Toyota Corolla LE,2019,19006.0,1092.0,4.6,0, Ash , Slate Metallic ,20944.0,5
16,Toyota Corolla LE,2020,44598.0,1.0,5.0,0, Black , Black ,19995.0,4
17,Toyota Corolla LE,2018,17021.0,2570.0,4.4,0, Ash , Super White ,18991.0,4
19,Toyota Corolla LE,2017,39804.0,775.0,4.7,0, Black , Slate Metallic ,22450.0,5
20,Toyota Corolla LE,2019,16082.0,1182.0,4.7,0, Ash , Slate Metallic ,21600.0,5
21,Toyota Corolla LE,2017,19968.0,3358.0,4.8,0, Black , Blue Crush Metallic ,19971.0,4
22,Toyota Corolla LE,2019,35816.0,1314.0,4.7,0, Ash , Galactic Aqua ,20123.0,5
23,Toyota Corolla LE,2019,31607.0,308.0,4.7,0, Black , Galactic Aqua ,20500.0,5
24,Toyota Corolla LE,2019,71783.0,761.0,4.4,0, Black , Barcelona Red Metallic ,19700.0,4
25,Toyota Corolla LE,2021,18233.0,1616.0,4.5,0, Black , CELESTITE ,23374.0,5
26,Toyota Corolla LE,2019,44324.0,2671.0,4.7,0, Black , Slate Metallic ,19998.0,4
27,Toyota Corolla LE,2019,44282.0,1092.0,4.6,0, Black , Classic Silver Metallic ,20368.0,5
28,Toyota Corolla LE,2021,10337.0,1182.0,4.7,0, Black , CELESTITE ,24312.0,5
29,Toyota Corolla LE,2020,46068.0,146.0,4.9,0, Black , CELESTITE ,20829.0,5
30,Toyota Corolla LE,2018,88095.0,373.0,4.0,0, Black , Classic Silver Metallic ,19255.0,4
33,Toyota Corolla LE,2019,12900.0,3078.0,4.8,0, Almond , Slate Metallic ,19994.0,4
35,Toyota Corolla LE,2015,155122.0,126.0,4.4,0, Steel Gray , Green ,12000.0,3
37,Toyota Corolla LE,2020,17017.0,456.0,4.3,0, Light Gray , CELESTITE ,24288.0,5
38,Toyota Corolla LE,2019,45304.0,2478.0,4.8,0, Black , Falcon Gray Metallic ,20200.0,5
40,Toyota Corolla LE,2020,14892.0,157.0,4.5,0, Black , Classic Silver Metallic ,19855.0,4
41,Toyota Corolla LE,2017,38134.0,82.0,4.8,0, Ash , Blizzard Pearl ,20100.0,5
42,Toyota Corolla LE,2012,114172.0,4.0,5.0,0, Ash , Super White ,11315.0,3
43,Toyota Corolla LE,2017,38589.0,26107.0,4.9,0, Ash , Black Sand Pearl ,17999.0,4
44,Toyota Corolla LE,2020,35871.0,1017.0,4.3,0, Light Gray , Classic Silver Metallic ,21900.0,5
45,Toyota Corolla LE,2018,33916.0,5507.0,4.8,0, Black , Barcelona Red Metallic ,19500.0,4
46,Toyota Corolla LE,2020,14267.0,620.0,4.3,0, Black , CELESTITE ,24987.0,5
47,Toyota Corolla LE,2020,14799.0,456.0,4.3,0, Black , Classic Silver Metallic ,24288.0,5
48,Toyota Corolla LE,2018,36262.0,739.0,4.7,0, Ash , Slate Metallic ,20946.0,5
49,Toyota Corolla LE,2019,37672.0,395.0,4.6,0, Ash , Slate Metallic ,22917.0,5
52,Toyota Corolla LE,2020,33602.0,584.0,4.5,0, Black , Red ,18904.0,4
54,Toyota Corolla LE,2017,44459.0,905.0,4.6,0, Black , Galactic Aqua ,19620.0,4
55,Toyota Corolla LE,2018,48599.0,192.0,4.8,0, Almond , Galactic Aqua ,19620.0,4
56,Toyota Corolla LE,2019,22000.0,308.0,4.7,0, Ash , Galactic Aqua ,21000.0,5
57,Toyota Corolla LE,2020,43058.0,594.0,4.6,0, Black , Black Sand Pearl ,21448.0,5
59,Toyota Corolla LE,2020,14979.0,1.0,1.0,0, Black , Super White ,23998.0,5
61,Toyota Corolla LE,2019,46791.0,2.0,5.0,0, Ash , Classic Silver Metallic ,19584.0,4
62,Toyota Corolla LE,2018,39757.0,1678.0,4.8,0, Black , White ,19356.0,4
63,Toyota Corolla LE,2015,86198.0,3996.0,4.8,0, Ivory , White ,14500.0,3
64,Toyota Corolla LE,2019,46820.0,1309.0,4.3,0, Ash , Super White ,22330.0,5
65,Toyota Corolla LE,2018,49952.0,259.0,4.9,0, Black , Classic Silver Metallic ,18399.0,4
66,Toyota Corolla LE,2020,10771.0,666.0,4.7,0, Black , Super White ,22857.0,5
67,Toyota Corolla LE,2020,36724.0,2146.0,4.8,0, Light Gray , CELESTITE ,20912.0,5
68,Toyota Corolla LE,2021,11399.0,12283.0,4.9,0, Moonstone , Classic Silver Metallic ,23502.0,5
69,Toyota Corolla LE,2020,24800.0,704.0,4.8,0, Black , Super White ,23498.0,5
71,Toyota Corolla LE,2021,16991.0,215.0,4.5,0, Moonstone , CELESTITE ,24609.0,5
72,Toyota Corolla LE,2019,36119.0,2418.0,4.5,0, Black , Galactic Aqua ,19491.0,4
73,Toyota Corolla LE,2021,10096.0,2543.0,4.8,0, Black , Classic Silver Metallic ,23795.0,5
74,Toyota Corolla LE,2018,76556.0,2475.0,4.8,0, Black , Galactic Aqua ,18769.0,4
75,Toyota Corolla LE,2019,24778.0,620.0,4.3,0, Black , Super White ,24812.0,5
76,Toyota Corolla LE,2019,33995.0,168.0,4.7,0, Ash , Barcelona Red Metallic ,21338.0,5
77,Toyota Corolla LE,2018,74666.0,1032.0,4.7,0, Black , Super White ,19000.0,4
78,Toyota Corolla LE,2020,14379.0,510.0,4.8,0, Black , CELESTITE ,24866.0,5
79,Toyota Corolla LE,2019,16067.0,222.0,4.2,0, Ash , Slate Metallic ,19900.0,4
81,Toyota Corolla LE,2018,32020.0,68.0,4.6,0, Black , Falcon Gray Metallic ,22842.0,5
83,Toyota Corolla LE,2020,43950.0,269.0,4.6,0, Black , Classic Silver Metallic ,19995.0,4
85,Toyota Corolla LE,2020,43624.0,3.0,3.7,0, Black , Purple ,21495.0,5
87,Toyota Corolla LE,2019,20269.0,333.0,4.8,0, Ash , Galactic Aqua ,21443.0,5
88,Toyota Corolla LE,2020,41338.0,1.0,5.0,0, Black , White ,19995.0,4
89,Toyota Corolla LE,2019,20668.0,144.0,4.1,0, Ash , Slate Metallic ,20888.0,5
90,Toyota Corolla LE,2021,14725.0,129.0,4.2,0, Black , Black Sand Pearl ,25900.0,6
91,Toyota Corolla LE,2015,73138.0,83.0,4.8,0, Gray , White ,12500.0,3
93,Toyota Corolla LE,2013,73000.0,53.0,4.3,0, Black , Black ,14995.0,3
94,Toyota Corolla LE,2020,18551.0,620.0,4.3,0, Light Gray , Blizzard Pearl ,25779.0,6
95,Toyota Corolla LE,2019,52520.0,4190.0,4.9,0, Black , White ,21990.0,5
96,Toyota Corolla LE,2018,84408.0,180.0,4.3,0, Ash , Super White ,18981.0,4
97,Toyota Corolla LE,2019,76793.0,10.0,4.4,0, Black / Brown , Barcelona Red Metallic ,19450.0,4
98,Toyota Corolla LE,2015,72628.0,1770.0,4.8,0, Ash , Slate Metallic ,16533.0,4
100,Toyota Corolla LE,2018,42487.0,1124.0,4.7,0, Almond , Slate Metallic ,20622.0,5
101,Toyota Corolla LE,2021,30447.0,795.0,4.8,0, Black , Super White ,23997.0,5
102,Toyota Corolla LE,2020,23233.0,20731.0,4.9,0, Black , Super White ,20999.0,5
103,Toyota Corolla LE,2017,31660.0,931.0,4.8,0, Ash , Black Sand Pearl ,19289.0,4
104,Toyota Corolla LE,2020,14601.0,620.0,4.3,0, Black , Super White ,25983.0,6
105,Toyota Corolla LE,2020,12343.0,525.0,4.9,0, Black , Super White ,23991.0,5
106,Toyota Corolla LE,2019,44126.0,312.0,4.8,0, Black , Classic Silver Metallic ,17698.0,4
109,Toyota Corolla LE,2018,44751.0,68.0,4.2,0, Gray , Black ,19800.0,4
110,Toyota Corolla LE,2017,66285.0,430.0,4.8,0, Almond , Black ,16999.0,4
111,Toyota Corolla LE,2020,45859.0,1620.0,4.7,0, Black , Barcelona Red Metallic ,21250.0,5
112,Toyota Corolla LE,2017,74844.0,3702.0,4.8,0, Black , Classic Silver Metallic ,16400.0,4
113,Toyota Corolla LE,2021,14291.0,3491.0,4.7,0, Black , Silver ,22391.0,5
115,Toyota Corolla LE,2019,77402.0,37.0,3.9,0, Almond , Champagne ,19781.0,4
117,Toyota Corolla LE,2019,37300.0,432.0,4.5,0, Ash , Barcelona Red Metallic ,22738.0,5
118,Toyota Corolla LE,2019,40391.0,630.0,4.9,0,Nan,Nan,19999.0,4
119,Toyota Corolla LE,2019,42330.0,259.0,4.9,0, Black , Black Sand Pearl ,19989.0,4
120,Toyota Corolla LE,2020,52176.0,5071.0,4.5,0, Black , Super White ,19902.0,4
121,Toyota Corolla LE,2021,16085.0,2543.0,4.8,0, Black , Classic Silver Metallic ,23795.0,5
122,Toyota Corolla LE,2020,13087.0,509.0,4.8,0, Gray , Super White ,24500.0,5
123,Toyota Corolla LE,2021,13431.0,795.0,4.8,0, Macadamia , Black Sand Pearl ,24520.0,5
125,Toyota Corolla LE,2019,21109.0,2197.0,4.4,0, Ash , Galactic Aqua ,20498.0,5
126,Toyota Corolla LE,2019,46481.0,7772.0,4.9,0, Ash , Barcelona Red Metallic ,19399.0,4
127,Toyota Corolla LE,2021,24638.0,3491.0,4.7,0, Black , Super White ,23282.0,5
128,Toyota Corolla LE,2017,80809.0,306.0,4.4,0, Ash , Silver ,17619.0,4
129,Toyota Corolla LE,2020,47699.0,138.0,4.9,0, Black , White ,22163.0,5
130,Toyota Corolla LE,2018,39684.0,68.0,4.6,0, Black , Barcelona Red Metallic ,18729.0,4
131,Toyota Corolla LE,2021,23301.0,584.0,4.5,0, Black , White ,22002.0,5
132,Toyota Corolla LE,2020,45618.0,637.0,4.6,0, Black , CELESTITE ,21992.0,5
134,Toyota Corolla LE,2020,23464.0,2671.0,4.7,0, Black , Black Sand Pearl ,21998.0,5
135,Toyota Corolla LE,2020,39225.0,2.0,1.5,0, Gray , White ,19272.0,4
137,Toyota Corolla LE,2019,56422.0,761.0,4.4,0, Ash , Classic Silver Metallic ,19500.0,4
138,Toyota Corolla LE,2018,26061.0,1619.0,4.6,0, Ash , Classic Silver Metallic ,20000.0,4
139,Toyota Corolla LE,2015,86058.0,126.0,3.9,0, Ash , Super White ,14888.0,3
141,Toyota Corolla LE,2020,60310.0,1.0,5.0,0, Black , CELESTITE ,20620.0,5
142,Toyota Corolla LE,2017,46401.0,2417.0,4.8,0, Ash , Classic Silver Metallic ,20999.0,5
143,Toyota Corolla LE,2018,49625.0,3078.0,4.8,0, Ash , Classic Silver Metallic ,17902.0,4
146,Toyota Corolla LE,2020,35702.0,666.0,4.7,0, Black , Super White ,21477.0,5
147,Toyota Corolla LE,2018,72161.0,625.0,4.8,0, Black , Barcelona Red Metallic ,18000.0,4
148,Toyota Corolla LE,2019,24540.0,5507.0,4.8,0, Ash , Galactic Aqua ,20900.0,5
149,Toyota Corolla LE,2020,20055.0,1130.0,4.5,0, Black , Barcelona Red Metallic ,21998.0,5
151,Toyota Corolla LE,2019,47728.0,152.0,4.6,0, Black , Black ,21920.0,5
152,Toyota Corolla LE,2017,42425.0,1272.0,4.7,0, Steel Gray , Galactic Aqua ,19500.0,4
153,Toyota Corolla ,2019,12544.0,449.0,4.5,0, Ash , Slate Metallic ,20994.0,5
154,Toyota Corolla LE,2010,119487.0,2.0,5.0,0, Gray , Black ,8999.0,2
155,Toyota Corolla LE,2018,21208.0,332.0,4.7,0, Black , Barcelona Red Metallic ,21940.0,5
156,Toyota Corolla LE,2019,19312.0,2703.0,4.6,0, Ash , Galactic Aqua ,20895.0,5
157,Toyota Corolla LE,2019,46854.0,3491.0,4.7,0, Black , Super White ,20491.0,5
160,Toyota Corolla LE,2019,31041.0,151.0,3.8,0, Gray , Slate Metallic ,21457.0,5
162,Toyota Corolla LE,2020,96558.0,1143.0,4.6,0, Black , Silver ,17726.0,4
163,Toyota Corolla LE,2020,40478.0,33.0,3.3,0, Black , Classic Silver Metallic ,23988.0,5
164,Toyota Corolla LE,2019,45000.0,11.0,2.1,0, Gray , Blue ,15900.0,4
165,Toyota Corolla LE,2021,19300.0,3078.0,4.8,0, Light Gray , Classic Silver Metallic ,22065.0,5
170,Toyota Corolla LE,2017,102654.0,2043.0,4.8,0, Ash , Super White ,14537.0,3
172,Toyota Corolla LE,2020,15544.0,2435.0,4.7,0, Black , Blueprint ,23682.0,5
173,Toyota Corolla LE,2018,46802.0,3078.0,4.8,0, Ash , Red ,17914.0,4
175,Toyota Corolla LE,2020,48796.0,47.0,4.9,0, Gray , Silver ,21799.0,5
177,Toyota Corolla LE,2020,61375.0,298.0,4.6,0, Black , Blueprint ,20000.0,4
178,Toyota Corolla LE,2021,11539.0,547.0,4.7,0, Black , White ,25988.0,6
179,Toyota Corolla LE,2020,48932.0,1309.0,4.3,0, Light Gray , Gray ,22889.0,5
180,Toyota Corolla LE,2021,12492.0,383.0,4.9,0, Gray Cloth , Black Diamond ,26989.0,6
181,Toyota Corolla LE,2020,35374.0,731.0,4.5,0, Light Gray , White ,24355.0,5
182,Toyota Corolla LE,2020,18534.0,4480.0,4.7,0, Black , CELESTITE ,23244.0,5
183,Toyota Corolla LE,2015,73252.0,359.0,4.8,0, Ivory , Slate Metallic ,15291.0,4
185,Toyota Corolla LE,2019,25817.0,1616.0,4.5,0, Ash , Super White ,20574.0,5
186,Toyota Corolla LE,2018,59755.0,1230.0,4.8,0, Ash , Blizzard Pearl ,18800.0,4
187,Toyota Corolla LE,2020,30933.0,14.0,3.9,0, Black , Classic Silver Metallic ,22667.0,5
188,Toyota Corolla LE,2020,14321.0,6.0,4.9,0, Black , Blue ,25250.0,6
189,Toyota Corolla LE,2017,19050.0,483.0,4.8,0, Gray , Blue ,18997.0,4
190,Toyota Corolla LE,2020,42808.0,1243.0,4.7,0, Black , CELESTITE ,19599.0,4
193,Toyota Corolla LE,2020,34000.0,1598.0,4.8,0, Black , Blue ,21389.0,5
194,Toyota Corolla LE,2020,30278.0,641.0,4.4,0, Black , Classic Silver Metallic ,23903.0,5
196,Toyota Corolla LE,2018,47450.0,24.0,4.4,0, Gray , Galactic Aqua ,21684.0,5
197,Toyota Corolla LE,2020,17197.0,456.0,4.3,0, Black , Super White ,24488.0,5
199,Toyota Corolla LE,2019,51225.0,1619.0,4.6,0, Black , Slate Metallic ,20000.0,4
200,Toyota Corolla LE,2020,35301.0,1351.0,4.9,0, Black , CELESTITE ,25595.0,6
201,Toyota Corolla LE,2019,55174.0,20731.0,4.9,0, Black , Super White ,18749.0,4
202,Toyota Corolla LE,2020,37200.0,1.0,5.0,0, Charcoal , Silver ,18795.0,4
204,Toyota Corolla LE,2018,40528.0,4339.0,4.7,0, Steel Gray , Red ,17999.0,4
205,Toyota Corolla LE,2020,45485.0,1.0,5.0,0, Light Gray , Classic Silver Metallic ,22895.0,5
206,Toyota Corolla LE,2019,57644.0,1309.0,4.3,0, Black , Slate Metallic ,21714.0,5
207,Toyota Corolla LE,2020,13604.0,429.0,4.3,0, Light Gray , Blue ,21699.0,5
208,Toyota Corolla LE,2019,73233.0,753.0,4.7,0, Black , Silver ,17993.0,4
209,Toyota Corolla LE,2020,38186.0,1.0,5.0,0, Black , Red ,20995.0,5
210,Toyota Corolla LE,2020,49869.0,1924.0,4.8,0, Black , Classic Silver Metallic ,22600.0,5
211,Toyota Corolla LE,2020,20682.0,1451.0,4.7,0, Black , Classic Silver Metallic ,23991.0,5
212,Toyota Corolla LE,2019,34795.0,196.0,4.6,0, Almond , Falcon Gray Metallic ,21490.0,5
213,Toyota Corolla LE,2021,17950.0,718.0,4.6,0, Light Gray , Classic Silver Metallic ,23899.0,5
217,Toyota Corolla LE,2015,107545.0,1103.0,4.7,0, Ivory , Slate Metallic ,15800.0,4
218,Toyota Corolla LE,2018,43657.0,68.0,4.2,0, Ash , Blue ,20500.0,5
219,Toyota Corolla LE,2021,10691.0,547.0,4.7,0, Black , White ,25988.0,6
220,Toyota Corolla LE,2020,35511.0,9.0,1.6,0, Beige , Black ,25888.0,6
221,Toyota Corolla LE,2020,15738.0,503.0,4.6,0, Light Gray , CELESTITE ,21500.0,5
222,Toyota Corolla LE,2019,58346.0,94.0,4.9,0, Black , Black Sand Pearl ,18239.0,4
223,Toyota Corolla LE,2020,35990.0,761.0,4.4,0, Light Gray , White ,23000.0,5
224,Toyota Corolla LE,2019,31290.0,463.0,4.1,0, Black , Black Sand Pearl ,20885.0,5
225,Toyota Corolla LE,2020,33457.0,185.0,4.4,0, Gray , Gray ,22449.0,5
226,Toyota Corolla LE,2021,18505.0,589.0,4.7,0, Black , Black ,22937.0,5
228,Toyota Corolla LE,2020,30497.0,2745.0,4.8,0, Black , Classic Silver ,25483.0,6
230,Toyota Corolla LE,2020,17676.0,1314.0,4.7,0, Light Gray , Super White ,21993.0,5
231,Toyota Corolla LE,2020,48561.0,2975.0,4.8,0, Black , Black ,21490.0,5
232,Toyota Corolla LE,2020,36042.0,595.0,4.6,0, Black , Blue Crush Metallic ,19998.0,4
233,Toyota Corolla LE,2020,48424.0,12.0,4.4,0, Black , Black ,19987.0,4
234,Toyota Corolla LE,2020,16516.0,358.0,4.5,0, Black , Black ,24000.0,5
235,Toyota Corolla LE,2019,56648.0,1.0,5.0,0, Black , White ,18595.0,4
236,Toyota Corolla LE,2020,23465.0,870.0,4.5,0, Gray , Black ,22688.0,5
237,Toyota Corolla LE,2020,38601.0,427.0,3.9,0, Macadamia , Barcelona Red Metallic ,20500.0,5
238,Toyota Corolla LE,2019,59835.0,3523.0,4.9,0, Black , Slate Metallic ,21750.0,5
239,Toyota Corolla LE,2018,65066.0,592.0,4.1,0, Black , Black Sand Pearl ,17622.0,4
240,Toyota Corolla LE,2017,50973.0,179.0,4.7,0, Black , Black Sand Pearl ,18500.0,4
241,Toyota Corolla LE,2019,13983.0,1574.0,4.7,0, Almond , Barcelona Red Metallic ,22290.0,5
242,Toyota Corolla LE,2020,59030.0,202.0,4.5,0, Black , CELESTITE ,22615.0,5
245,Toyota Corolla LE,2017,74859.0,42.0,3.2,0, Gray , Gray ,13499.0,3
246,Toyota Corolla LE,2021,3346.0,12283.0,4.9,0, Moonstone , Silver ,23061.0,5
247,Toyota Corolla LE,2019,56047.0,17.0,4.5,0, Black , Black Sand Pearl ,19489.0,4
248,Toyota Corolla LE,2018,44041.0,110.0,4.5,0, Ash , Barcelona Red Metallic ,19477.0,4
252,Toyota Corolla LE,2021,41616.0,1130.0,4.5,0, Black , Black Sand Pearl ,21998.0,5
254,Toyota Corolla LE,2018,81022.0,442.0,4.7,0, Beige , White ,19495.0,4
255,Toyota Corolla LE,2020,82221.0,1662.0,4.5,0, Light Gray , Black Sand Pearl ,19487.0,4
256,Toyota Corolla LE,2019,19733.0,374.0,4.5,0, Ash , Gray ,18999.0,4
258,Toyota Corolla LE,2020,24669.0,137.0,4.4,0, Black , Barcelona Red Metallic ,22997.0,5
259,Toyota Corolla LE,2019,21099.0,2439.0,4.4,0, Black , Classic Silver Metallic ,20900.0,5
260,Toyota Corolla LE,2020,24091.0,1351.0,4.9,0, Black , Black Sand Pearl ,22904.0,5
261,Toyota Corolla LE,2020,32966.0,121.0,4.7,0, Gray , Red ,23712.0,5
266,Toyota Corolla LE,2019,59388.0,6.0,5.0,0, Black , Slate Metallic ,19489.0,4
267,Toyota Corolla LE,2019,69466.0,269.0,4.6,0, Ash , Slate Metallic ,17995.0,4
268,Toyota Corolla LE,2020,38068.0,503.0,4.6,0, Light Gray , CELESTITE ,20900.0,5
269,Toyota Corolla LE,2021,18592.0,38.0,4.7,0, Moonstone , Classic Silver Metallic ,27995.0,6
272,Toyota Corolla LE,2019,66879.0,5.0,3.4,0, Black , Silver ,22000.0,5
275,Toyota Corolla LE,2021,3144.0,12283.0,4.9,0, Moonstone , White ,23071.0,5
276,Toyota Corolla LE,2021,3943.0,12283.0,4.9,0, Moonstone , White ,23060.0,5
277,Toyota Corolla LE,2021,3949.0,12283.0,4.9,0, Moonstone , White ,23038.0,5
278,Toyota Corolla LE,2020,36734.0,12.0,3.3,0, Gray , Black Sand Pearl ,23500.0,5
279,Toyota Corolla LE,2020,10677.0,620.0,4.3,0, Light Gray , Super White ,25348.0,6
280,Toyota Corolla LE,2017,71800.0,6.0,3.1,0, Black , Barcelona Red Metallic ,17491.0,4
281,Toyota Corolla LE,2019,47464.0,874.0,4.6,0, Ash , Barcelona Red Metallic ,22480.0,5
283,Toyota Corolla LE,2020,39120.0,2397.0,4.6,0, Black , CELESTITE ,20893.0,5
284,Toyota Corolla LE,2020,23100.0,681.0,3.9,0, Black , Barcelona Red Metallic ,22514.0,5
287,Toyota Corolla LE,2019,64111.0,3078.0,4.8,0, Black , Black Sand Pearl ,18053.0,4
289,Toyota Corolla LE,2020,40811.0,535.0,4.8,0, Black , Blueprint ,23967.0,5
290,Toyota Corolla LE,2020,30393.0,563.0,4.9,0, Black , Blue ,23500.0,5
291,Toyota Corolla LE,2020,42648.0,647.0,4.5,0, Gray , Red ,20911.0,5
293,Toyota Corolla LE,2020,48526.0,1143.0,4.6,0, Light Gray , Silver ,22000.0,5
294,Toyota Corolla LE,2020,37769.0,889.0,4.4,0, Light Gray , Barcelona Red Metallic ,20575.0,5
296,Toyota Corolla LE,2020,18991.0,503.0,4.6,0, Light Gray , Black Sand Pearl ,21500.0,5
300,Toyota Corolla LE,2020,15149.0,91.0,4.5,0, Black , Silver ,22360.0,5
301,Toyota Corolla LE,2020,33102.0,503.0,4.6,0, Moonstone , Black Sand Pearl ,20900.0,5
304,Toyota Corolla LE,2020,64989.0,25.0,3.1,0, Black , Classic Silver Metallic ,18997.0,4
306,Toyota Corolla LE,2019,56654.0,8494.0,4.9,0, Black , Barcelona Red Metallic ,18249.0,4
307,Toyota Corolla LE,2018,22120.0,364.0,4.1,0, Ash , Barcelona Red Metallic ,20459.0,5
308,Toyota Corolla LE,2021,1323.0,12283.0,4.9,0, Black , White ,23121.0,5
309,Toyota Corolla LE,2021,4783.0,12283.0,4.9,0, Black , Super White ,23025.0,5
311,Toyota Corolla LE,2019,42503.0,1451.0,4.7,0, Black , Black Sand Pearl ,20991.0,5
312,Toyota Corolla LE,2020,24268.0,1528.0,4.8,0, Light Gray , CELESTITE ,20992.0,5
313,Toyota Corolla LE,2020,15200.0,7772.0,4.9,0, Gray , Barcelona Red ,21072.0,5
314,Toyota Corolla LE,2019,21263.0,2418.0,4.5,0, Black , Barcelona Red Metallic ,20981.0,5
316,Toyota Corolla LE,2019,31137.0,4173.0,4.9,0, Gray , White ,23375.0,5
318,Toyota Corolla LE,2020,38849.0,1648.0,4.7,0, Light Gray , Black Sand Pearl ,21278.0,5
319,Toyota Corolla LE,2018,57452.0,297.0,4.4,0, Black , Black Sand Pearl ,16795.0,4
321,Toyota Corolla LE,2020,14247.0,2.0,3.0,0, Black , Barcelona Red Metallic ,23598.0,5
323,Toyota Corolla LE,2020,21643.0,324.0,4.8,0, Light Gray , Super White ,22437.0,5
324,Toyota Corolla LE,2020,32671.0,1005.0,4.8,0, Black , Super White ,23188.0,5
325,Toyota Corolla LE,2021,21302.0,1278.0,4.9,0, Light Gray , Black Sand Pearl ,26988.0,6
326,Toyota Corolla LE,2017,60795.0,2043.0,4.5,0, Ash , Super White ,15998.0,4
328,Toyota Corolla LE,2012,113865.0,3151.0,4.7,0, Bisque , Barcelona Red Metallic ,12979.0,3
332,Toyota Corolla LE,2018,61980.0,2475.0,4.8,0, Black , Classic Silver Metallic ,19769.0,4
333,Toyota Corolla LE,2018,36760.0,823.0,4.5,0, Ash , Barcelona Red Metallic ,22991.0,5
334,Toyota Corolla LE,2017,86511.0,1104.0,4.6,0, Gray , Silver ,16000.0,4
336,Toyota Corolla LE,2019,64216.0,24.0,3.5,0, Black / Brown , Classic Silver Metallic ,18793.0,4
337,Toyota Corolla LE,2021,38955.0,1616.0,4.5,0, Light Gray , Blueprint ,23220.0,5
338,Toyota Corolla LE,2015,72140.0,2439.0,4.4,0, Ash , Classic Silver Metallic ,14900.0,3
339,Toyota Corolla LE,2010,104401.0,126.0,3.9,0, Ash , Black Sand Pearl ,9900.0,2
340,Toyota Corolla LE,2013,89673.0,13.0,2.6,0, Ash , Hot Lava ,12750.0,3
341,Toyota Corolla LE,2019,59313.0,37.0,3.9,0, Ash , Slate Metallic ,19797.0,4
342,Toyota Corolla LE,2020,58302.0,1309.0,4.3,0, Black , Super White ,22686.0,5
343,Toyota Corolla LE,2018,67174.0,728.0,4.9,0, Black , Super White ,20490.0,5
344,Toyota Corolla LE,2019,60951.0,1488.0,4.7,0, Black , Blue ,20599.0,5
345,Toyota Corolla LE,2018,70018.0,645.0,4.6,0, Ash , Blizzard Pearl ,18500.0,4
346,Toyota Corolla LE,2002,155515.0,20.0,3.6,0, Light Charcoal , Beige ,3495.0,1
348,Toyota Corolla LE,2019,63037.0,5507.0,4.8,0, Ash , Classic Silver Metallic ,20400.0,5
350,Toyota Corolla LE,2021,19300.0,1182.0,4.7,0, Black , Super White ,23070.0,5
352,Toyota Corolla LE,2020,60451.0,1924.0,4.8,0, Black , CELESTITE ,22000.0,5
353,Toyota Corolla LE,2020,16721.0,1272.0,4.7,0, Light Gray , Blueprint ,24000.0,5
354,Toyota Corolla LE,2020,56362.0,60.0,3.7,0, Black , Gray ,24000.0,5
355,Toyota Corolla LE,2020,14767.0,856.0,4.8,0, Gray , Barcelona Red Metallic ,23707.0,5
356,Toyota Corolla LE,2020,38590.0,1128.0,4.5,0, Black , Classic Silver Metallic ,20558.0,5
357,Toyota Corolla LE,2020,29203.0,232.0,4.9,0, Light Gray , Barcelona Red Metallic ,21950.0,5
358,Toyota Corolla LE,2020,42661.0,1007.0,4.8,0, Black , Blueprint ,22406.0,5
362,Toyota Corolla LE,2020,11090.0,349.0,4.0,0, Macadamia , Barcelona Red Metallic ,23112.0,5
363,Toyota Corolla LE,2019,57005.0,14.0,3.9,0, Black / Brown , Classic Silver Metallic ,19441.0,4
364,Toyota Corolla LE,2020,36946.0,510.0,4.4,0, Black , Black Sand Pearl ,18994.0,4
365,Toyota Corolla LE,2018,79110.0,91.0,1.8,0, Black / Brown , Classic Silver Metallic ,15999.0,4
366,Toyota Corolla LE,2018,68355.0,553.0,4.7,0, Almond , Super White ,19299.0,4
367,Toyota Corolla LE,2019,20786.0,2413.0,4.6,0, Ash / Dark Gray , Gray ,20472.0,5
368,Toyota Corolla LE,2019,41208.0,364.0,4.1,0, Ash , Galactic Aqua ,19459.0,4
370,Toyota Corolla LE,2019,45596.0,2417.0,4.8,0, Steel Gray , White ,22548.0,5
372,Toyota Corolla ,2019,37708.0,449.0,4.5,0, Ash , Slate Metallic ,20320.0,5
374,Toyota Corolla LE,2020,19080.0,2418.0,4.5,0, Black , Black Sand Pearl ,21891.0,5
