,Name,Year,Mileage,Count Raiting,Rating,Fuel type,Interior color,Exterior_color,Price,bind_price
2702,Hyundai Elantra GLS,2013,112910.0,875.0,4.5,0, Beige , Shimmering White ,11874.0,3
2703,Hyundai Elantra GLS,2004,53065.0,71.0,4.2,0, Gray , Red ,5999.0,2
2704,Hyundai Elantra GLS,2013,53820.0,1603.0,4.7,0, Beige , Desert Bronze ,13777.0,3
2705,Hyundai Elantra GLS,2013,80764.0,1160.0,4.7,0, Beige , Shimmering White ,12997.0,3
2706,Hyundai Elantra GLS,2010,207482.0,18.0,4.1,0, Gray , Liquid Silver Metallic ,2995.0,1
2707,Hyundai Elantra GLS,2013,30957.0,448.0,4.6,0, Gray , Titanium Gray Metallic ,14995.0,3
2708,Hyundai Elantra GLS,2013,105000.0,113.0,3.4,0, Beige , Desert Bronze ,9777.0,2
2709,Hyundai Elantra GLS,2013,98293.0,223.0,4.9,0, Gray , Shimmering Air Silver ,10733.0,3
2710,Hyundai Elantra GLS,2013,46053.0,444.0,4.5,0, Gray , Indigo Blue Pearl ,15655.0,4
2711,Hyundai Elantra GLS,2013,108595.0,4377.0,4.7,0, Gray , Geranium Red ,10000.0,2
2712,Hyundai Elantra GLS,2013,77845.0,151.0,4.1,0, Gray , Shimmering White ,12000.0,3
2713,Hyundai Elantra GLS,2013,100660.0,2507.0,4.8,0, Beige , Red Allure ,12199.0,3
2714,Hyundai Elantra GLS,2013,144475.0,1245.0,4.5,0, Beige , Shimmering White ,9991.0,2
2715,Hyundai Elantra GLS,2006,32801.0,17.0,3.7,0, Gray , Tan ,7995.0,2
2716,Hyundai Elantra GLS,2013,62587.0,90.0,4.7,0, Beige , Desert Bronze ,11588.0,3
2717,Hyundai Elantra GLS,2013,30723.0,7340.0,3.7,0, Beige , Indigo Night ,14999.0,3
2718,Hyundai Elantra GLS,2013,24895.0,9.0,3.7,0, Gray , Titanium Gray Metallic ,16996.0,4
2719,Hyundai Elantra GLS,2013,63538.0,115.0,4.5,0, Beige , Shimmering White ,10350.0,3
2720,Hyundai Elantra GLS,2013,121420.0,107.0,4.3,0, Beige , Sparkling Ruby ,9998.0,2
2721,Hyundai Accent GLS,2009,216753.0,1.0,5.0,0, Gray , Nordic White ,1900.0,1
2722,Hyundai Elantra GLS,2009,151893.0,488.0,4.5,0,Nan,Nan,5995.0,2
2723,Hyundai Accent GLS,2009,194722.0,1730.0,4.5,0, Gray , Charcoal Gray Pearl ,2543.0,1
2724,Hyundai Elantra GLS,2013,52531.0,1678.0,4.8,0, Gray , Radiant Silver ,14638.0,3
2725,Hyundai Elantra GLS,2013,115920.0,2112.0,4.5,0, Gray , Radiant Silver ,11499.0,3
2726,Hyundai Elantra GLS,2013,60838.0,369.0,4.7,0, Gray , Radiant Silver ,11459.0,3
2727,Hyundai Elantra GLS,2013,102856.0,1160.0,4.7,0, Gray , Shimmering Air Silver ,9997.0,2
2728,Hyundai Elantra GLS,2013,96976.0,16.0,4.3,0, Gray , Harbor Gray Metallic ,10577.0,3
2730,Hyundai Elantra GLS,2010,113962.0,5.0,4.7,0, Gray , Shimmering Silver ,6500.0,2
2731,Hyundai Accent GLS,2012,232618.0,4684.0,4.8,0, Beige , Mocha Bronze ,5866.0,2
2732,Hyundai Elantra GLS,2013,108689.0,105.0,4.5,0, Gray , Midnight Black ,9999.0,2
2733,Hyundai Elantra GLS,2013,22498.0,1094.0,5.0,0, Gray , Midnight Black ,16988.0,4
2734,Hyundai Elantra GLS,2013,91387.0,874.0,4.7,0, Beige , Midnight Black ,10115.0,3
2735,Hyundai Elantra GLS,2013,112274.0,113.0,4.3,0, Gray , RED ,8999.0,2
2736,Hyundai Elantra GLS,2013,62212.0,1691.0,4.7,0, Beige , Desert Bronze ,9977.0,2
2737,Hyundai Accent GLS,2008,129320.0,719.0,4.7,0, Gray , Dark Sapphire Blue ,5750.0,2
2738,Hyundai Elantra GLS,2013,111065.0,19.0,3.5,0, Gray , Titanium Gray Metallic ,9995.0,2
2739,Hyundai Accent GLS,2012,108672.0,1664.0,4.2,0, Gray , Marathon Blue ,6881.0,2
2740,Hyundai Elantra GLS,2013,106851.0,226.0,4.7,0, Gray , Radiant Silver ,12495.0,3
2741,Hyundai Elantra GLS,2010,120550.0,506.0,4.7,0, Beige , Natural Khaki Pearl ,5750.0,2
2742,Hyundai Accent GLS,2013,73683.0,12.0,4.2,0, Gray , Ultra Black ,9995.0,2
2743,Hyundai Elantra GLS,2013,88947.0,26.0,2.1,0, Gray , Harbor Gray Metallic ,9999.0,2
2744,Hyundai Elantra GLS,2013,152044.0,2992.0,4.8,0,Nan,Nan,5998.0,2
2745,Hyundai Elantra GLS,2013,139968.0,5.0,4.8,0, Gray , Radiant Silver ,9950.0,2
2746,Hyundai Accent GLS,2009,77379.0,161.0,4.0,0, Gray , Dark Sapphire Blue Pearl ,9000.0,2
2747,Hyundai Elantra GLS,2013,193565.0,74.0,3.7,0, Gray , Radiant Silver ,6499.0,2
2748,Hyundai Elantra GLS,2010,173544.0,52.0,2.6,0, Gray , Regatta Blue Pearl ,3995.0,1
2749,Hyundai Elantra GLS,2013,128047.0,439.0,4.5,0, Gray , Radiant Silver ,9503.0,2
2751,Hyundai Elantra GLS,2013,109570.0,3.0,3.7,0, Beige , Midnight Black ,9995.0,2
2752,Hyundai Elantra GLS,2013,126939.0,1861.0,4.6,0, Gray , Midnight Black ,9500.0,2
2753,Hyundai Elantra GLS,2013,142336.0,1.0,4.5,0, Gray , Indigo Night ,8995.0,2
2754,Hyundai Accent GLS,2015,70175.0,6.0,4.3,0, Gray , Ironman Silver ,12999.0,3
2755,Hyundai Elantra GLS,2010,76500.0,32.0,3.6,0, Gray , Carbon Gray Mist Metallic ,6995.0,2
2756,Hyundai Elantra GLS,2013,75097.0,6.0,4.3,0, Gray , Harbor Gray Metallic ,10900.0,3
2757,Hyundai Elantra GLS,2013,154000.0,20.0,4.6,0, Gray , Harbor Gray Metallic ,4995.0,1
2758,Hyundai Elantra GLS,2010,218500.0,40.0,2.6,0, Beige , Laguna Sand Metallic ,3700.0,1
2759,Hyundai Elantra GLS,2013,113822.0,17.0,4.5,0, Gray , Midnight Black ,9495.0,2
2760,Hyundai Elantra GLS,2006,111846.0,226.0,4.0,0, Gray , Sterling Silver Metallic ,4493.0,1
2761,Hyundai Accent GLS,2013,57685.0,64.0,4.3,0, Gray , Ironman Silver ,13977.0,3
2762,Hyundai Elantra GLS,2005,96075.0,2.0,5.0,0, Gray , Sterling ,4495.0,1
2763,Hyundai Elantra GLS,2012,63192.0,5079.0,4.8,0, Beige , Desert Bronze ,13995.0,3
2765,Hyundai Elantra GLS,2010,106701.0,13.0,4.2,0, Beige , Natural Khaki Pearl ,8000.0,2
2766,Hyundai Elantra GLS,2013,109789.0,1499.0,4.8,0, Beige , Red Allure ,9911.0,2
2767,Hyundai Elantra GLS,2013,82214.0,8381.0,4.3,0, Beige , Desert Bronze ,14990.0,3
2768,Hyundai Elantra GLS,2013,39186.0,389.0,4.6,0, Gray , Midnight Black ,13995.0,3
2769,Hyundai Elantra GLS,2013,159012.0,2160.0,4.5,0, Beige , Midnight Black ,6995.0,2
2770,Hyundai Accent GLS,2013,103617.0,4633.0,4.7,0, Gray , Boston Red ,8263.0,2
2771,Hyundai Elantra GLS,2013,131770.0,13.0,4.7,0, Gray , Black Diamond ,9999.0,2
2772,Hyundai Elantra GLS,2013,113543.0,151.0,4.8,0, Beige , Black Diamond ,8995.0,2
2773,Hyundai Elantra GLS,2011,73212.0,8385.0,4.3,0, Beige , Red Allure ,14990.0,3
2774,Hyundai Elantra GLS,2013,50995.0,25.0,1.9,0, Beige , Blue Sky Metallic ,11895.0,3
2775,Hyundai Accent GLS,2012,172158.0,158.0,4.6,0, Beige , Century White ,6999.0,2
2776,Hyundai Accent GLS,2012,22094.0,493.0,4.8,0, Gray , Boston Red ,12999.0,3
2777,Hyundai Elantra GLS,2013,124001.0,113.0,4.3,0, Gray , RED ,8499.0,2
2778,Hyundai Elantra GLS,2004,62809.0,7.0,3.6,0, Beige , White ,6999.0,2
2779,Hyundai Accent GLS,2014,84375.0,462.0,4.5,0, Beige , Ultra Black Pearl ,13504.0,3
2780,Hyundai Accent GLS,2013,124421.0,32.0,3.7,0, Gray , Ultra Black ,7995.0,2
2781,Hyundai Elantra GLS,2001,57475.0,20.0,3.6,0, Beige , Beige ,4995.0,1
2782,Hyundai Accent GLS,2009,84381.0,27.0,3.7,0, Gray , Charcoal Gray Pearl ,5990.0,2
2783,Hyundai Elantra GLS,2013,82375.0,4.0,2.4,0, Gray , Shimmering Air Silver ,9900.0,2
2784,Hyundai Accent GLS,2009,181191.0,10.0,4.6,0, Gray , Charcoal Gray Pearl ,2995.0,1
2785,Hyundai Elantra GLS,2013,122300.0,379.0,4.6,0, Gray , Radiant Silver ,9963.0,2
2786,Hyundai Elantra GLS,2012,98475.0,102.0,3.8,0, Gray , Midnight Black ,9750.0,2
2787,Hyundai Elantra GLS,2010,134739.0,4.0,3.0,0, Gray , Charcoal ,4995.0,1
2788,Hyundai Elantra GLS,2013,73734.0,192.0,4.7,0, Beige , Midnight Black ,10495.0,3
2789,Hyundai Elantra GLS,2012,95356.0,1140.0,4.3,0, Gray , Midnight Black ,10995.0,3
2791,Hyundai Elantra GLS,2013,134473.0,6.0,4.6,0, Gray , Phantom Black Metallic ,8488.0,2
2792,Hyundai Elantra GLS,2013,44569.0,5578.0,4.6,0, Beige , Sparkling Ruby ,15999.0,4
2793,Hyundai Accent GLS,2013,125915.0,7.0,3.3,0, Gray , Ultra Black ,11995.0,3
2794,Hyundai Elantra GLS,2010,31855.0,2.0,5.0,0, Beige , Laguna Sand Metallic ,10990.0,3
2795,Hyundai Elantra GLS,2002,31470.0,71.0,4.2,0, Beige , White ,5499.0,2
2796,Hyundai Accent GLS,2013,139590.0,22.0,3.3,0, Beige , Century White ,8995.0,2
2797,Hyundai Elantra GLS,2013,59923.0,314.0,4.5,0, Beige , Sparkling Ruby ,12984.0,3
2798,Hyundai Elantra GLS,2013,87118.0,493.0,4.8,0, Gray , Shimmering Air Silver ,11498.0,3
2799,Hyundai Elantra GLS,2013,132649.0,3.0,3.7,0, Gray , Black Diamond ,8995.0,2
2800,Hyundai Elantra GLS,2012,133690.0,45.0,4.8,0, Beige , Red Allure ,8195.0,2
2801,Hyundai Elantra GLS,2013,106048.0,2.0,1.0,0, Gray , Black Diamond ,12130.0,3
2802,Hyundai Elantra GLS,2013,77339.0,22.0,4.9,0, Gray , Shimmering Air Silver ,13950.0,3
2804,Hyundai Accent GLS,2015,48205.0,508.0,4.7,0, Gray , Century White ,14949.0,3
2805,Hyundai Elantra GLS,2009,122860.0,14.0,3.9,0, Beige , Regatta Blue Pearl ,4950.0,1
2806,Hyundai Elantra GLS,2013,101083.0,32.0,4.7,0, Beige , Shimmering White ,10790.0,3
2807,Hyundai Elantra GLS,2012,76735.0,701.0,4.4,0, Beige , Blue Sky Metallic ,9489.0,2
2808,Hyundai Elantra GLS,2013,54765.0,157.0,4.5,0, Beige , Pearl White ,11765.0,3
2809,Hyundai Accent GLS,2010,124900.0,4873.0,4.9,0, Gray , Dark Sapphire Blue Pearl ,5998.0,2
2810,Hyundai Accent GLS,2009,187406.0,39.0,4.0,0, Gray , Platinum Silver Metallic + Pearl ,3490.0,1
2811,Hyundai Accent GLS,2014,44274.0,115.0,4.4,0, Beige , Clearwater Blue Metallic ,10798.0,3
2812,Hyundai Elantra GLS,2013,89837.0,9.0,4.5,0, Beige , Venetian Red ,13995.0,3
2813,Hyundai Elantra GLS,2013,141300.0,40.0,3.5,0, Beige , Shimmering White ,6495.0,2
2814,Hyundai Elantra GLS,2013,109739.0,27.0,4.9,0, Gray , Indigo Night ,11985.0,3
2815,Hyundai Elantra GLS,2013,111354.0,37.0,4.4,0, Gray , Pearl White ,9699.0,2
2816,Hyundai Elantra GLS,2013,116212.0,37.0,4.4,0, Gray , Shimmering White ,9599.0,2
2817,Hyundai Elantra GLS,2013,122323.0,4.0,3.0,0, Gray , Red ,6995.0,2
2818,Hyundai Elantra GLS,2012,78295.0,619.0,4.8,0, Gray , Titanium Gray Metallic ,10699.0,3
2819,Hyundai Accent GLS,2015,80095.0,100.0,4.9,0, Gray , Boston Red ,9490.0,2
2820,Hyundai Accent GLS,2014,33993.0,658.0,4.7,0, Gray , Ironman Silver Metallic ,13995.0,3
2821,Hyundai Elantra GLS,2002,88001.0,25.0,2.9,0, Gray , Green ,3923.0,1
2822,Hyundai Elantra GLS,2012,82618.0,410.0,4.7,0, Beige , Black Diamond ,7900.0,2
2823,Hyundai Elantra GLS,2013,65475.0,18.0,4.0,0, Beige , Windy Sea Blue ,11490.0,3
2824,Hyundai Elantra GLS,2013,152136.0,84.0,4.0,0, Gray , Black Diamond ,9350.0,2
2825,Hyundai Elantra GLS,2013,75839.0,226.0,4.7,0, Beige , Red Allure ,13995.0,3
2826,Hyundai Elantra GLS,2012,30885.0,1301.0,4.8,0,Nan,Nan,11665.0,3
2827,Hyundai Accent GLS,2015,6424.0,8381.0,4.3,0, Gray , Century White ,17990.0,4
2828,Hyundai Elantra GLS,2013,120455.0,75.0,3.6,0, Beige , Desert Bronze ,9995.0,2
2829,Hyundai Accent GLS,2012,131850.0,73.0,4.9,0, Gray , Ironman Silver ,7995.0,2
2830,Hyundai Elantra GLS,2012,48295.0,2527.0,4.6,0, Beige , Red Allure ,12061.0,3
2831,Hyundai Elantra GLS,2010,109100.0,1591.0,4.9,0, Gray , Black Noir Pearl ,7490.0,2
2832,Hyundai Elantra GLS,2013,49964.0,8381.0,4.3,0, Beige , Red Allure ,15590.0,4
2833,Hyundai Elantra GLS,2010,78065.0,52.0,4.3,0, Gray , Carbon Gray Mist Metallic ,8995.0,2
2834,Hyundai Accent GLS,2014,39795.0,356.0,4.7,0, Gray , Boston Red Pearl ,11999.0,3
2835,Hyundai Accent GLS,2014,123399.0,868.0,4.3,0, Beige , Century White ,9471.0,2
2836,Hyundai Accent GLS,2014,70431.0,287.0,4.8,0, Beige , Century White ,12450.0,3
2837,Hyundai Elantra GLS,2013,55847.0,5.0,4.2,0, Beige , Indigo Night ,12997.0,3
2838,Hyundai Accent GLS,2012,131854.0,131.0,3.9,0, Gray , Cyclone Gray ,7995.0,2
2839,Hyundai Elantra GLS,2013,88558.0,2.0,3.0,0, Gray , Shimmering Air Silver ,11199.0,3
2840,Hyundai Elantra GLS,2009,71805.0,139.0,4.9,0, Beige , Purple Rain Pearl ,8495.0,2
2841,Hyundai Accent GLS,2013,56815.0,8385.0,4.3,0, Gray , Marathon Blue ,13590.0,3
2842,Hyundai Accent GLS,2012,68768.0,141.0,3.2,0, Beige , Boston Red ,8450.0,2
2843,Hyundai Accent GLS,2014,122089.0,131.0,3.9,0, Beige , Century White ,8995.0,2
2844,Hyundai Elantra GLS,2012,120974.0,831.0,4.8,0, Gray , Radiant Silver ,8365.0,2
2845,Hyundai Elantra GLS,2010,85451.0,8409.0,4.3,0, Gray , Carbon Gray Mist Metallic ,10990.0,3
2846,Hyundai Elantra GLS,2012,66660.0,3151.0,4.7,0, Gray , Shimmering Silver ,14699.0,3
2847,Hyundai Accent GLS,2012,123137.0,39.0,4.0,0, Gray , Boston Red ,6490.0,2
2848,Hyundai Elantra GLS,2013,84547.0,4.0,2.4,0, Gray , Radiant Silver ,9900.0,2
2849,Hyundai Elantra GLS,2013,78398.0,3455.0,4.7,0, Beige , Sparkling Ruby ,12599.0,3
2850,Hyundai Elantra GLS,2012,95023.0,226.0,4.7,0, Gray , Titanium Gray Metallic ,11995.0,3
2851,Hyundai Accent GLS,2014,135933.0,146.0,4.5,0, Beige , Mocho Bronze Metallic ,7999.0,2
2852,Hyundai Accent GLS,2014,6438.0,8383.0,4.3,0, Beige , Mocho Bronze Metallic ,16990.0,4
2853,Hyundai Elantra GLS,2013,131698.0,318.0,4.5,0, Beige , Atlantic Blue ,8850.0,2
2854,Hyundai Accent GLS,2014,83326.0,3078.0,4.8,0, Gray , Ultra Black Pearl ,9825.0,2
2855,Hyundai Elantra GLS PZEV,2013,109893.0,120.0,4.2,0, Beige , Pearl White Mica ,8481.0,2
2856,Hyundai Elantra GLS,2011,123699.0,3.0,3.9,0, Beige , Blue Sky Metallic ,5999.0,2
2857,Hyundai Elantra GLS,2012,82979.0,123.0,4.6,0, Beige , Red Allure ,10491.0,3
2858,Hyundai Accent GLS,2015,68097.0,1870.0,4.5,0, Gray , Century White ,11500.0,3
2859,Hyundai Elantra GLS,2013,194246.0,3695.0,4.9,0, Gray , Radiant Silver ,7950.0,2
2860,Hyundai Elantra GLS,2013,87866.0,8382.0,4.3,0, Gray , Harbor Gray Metallic ,13990.0,3
2861,Hyundai Elantra GLS,2013,126951.0,19.0,4.2,0, Beige , Sparkling Ruby ,8995.0,2
2862,Hyundai Elantra GLS,2013,72005.0,481.0,4.8,0, Gray , Black Diamond ,11490.0,3
2863,Hyundai Accent GLS,2014,93047.0,1780.0,4.4,0, Gray , Ironman Silver Metallic ,9451.0,2
2864,Hyundai Accent GLS,2015,76369.0,8392.0,4.3,0, Gray , Pacific Blue ,12990.0,3
2865,Hyundai Elantra GLS,2013,116839.0,46.0,3.9,0, Beige , Atlantic Blue ,8990.0,2
2866,Hyundai Accent GLS,2015,56577.0,54.0,4.4,0, Gray , Century White ,13517.0,3
2867,Hyundai Elantra GLS,2012,89993.0,475.0,4.8,0, Gray , Indigo Blue Pearl ,10188.0,3
2868,Hyundai Elantra GLS,2011,125401.0,35.0,2.1,0, Gray , Indigo Blue Pearl ,5495.0,2
2869,Hyundai Accent GLS,2005,58036.0,98.0,3.1,0, Gray , Silver ,6995.0,2
2870,Hyundai Elantra GLS,2013,85289.0,226.0,4.7,0, Beige , Red Allure ,12995.0,3
2871,Hyundai Elantra GLS,2004,111321.0,105.0,4.5,0, Gray , Sterling ,4488.0,1
2872,Hyundai Elantra GLS,2013,71963.0,1.0,4.5,0, Beige , Shimmering White ,10495.0,3
2873,Hyundai Elantra GLS,2012,124184.0,56.0,3.9,0, Gray , Radiant Silver ,6998.0,2
2874,Hyundai Elantra GLS,2013,108109.0,94.0,3.8,0, Gray , Geranium Red ,10500.0,3
2875,Hyundai Elantra GLS,2013,89590.0,107.0,4.8,0, Gray , Indigo Blue Pearl ,15945.0,4
2876,Hyundai Elantra GLS,2013,73240.0,303.0,4.7,0, Gray , Harbor Gray Metallic ,10832.0,3
2877,Hyundai Elantra GLS,2006,127340.0,10.0,3.0,0, Gray , Electric Red ,4450.0,1
2878,Hyundai Accent GLS,2009,95123.0,59.0,2.5,0, Gray , Wine Red Pearl ,6591.0,2
2879,Hyundai Elantra GLS,2012,84770.0,1.0,5.0,0, Beige , Blue Sky Metallic ,9200.0,2
2880,Hyundai Elantra GLS,2012,70830.0,405.0,4.7,0, Gray , Radiant Silver ,12800.0,3
2881,Hyundai Elantra GLS,2011,119208.0,4.0,4.0,0, Gray , Harbor Gray Metallic ,7995.0,2
2882,Hyundai Elantra GLS,2013,91452.0,1426.0,4.5,0, Gray , Shimmering Air Silver ,11830.0,3
2883,Hyundai Elantra GLS,2012,114915.0,586.0,4.6,0, Gray , Shimmering Air Silver ,10000.0,2
2884,Hyundai Elantra GLS,2007,49885.0,30.0,4.5,0, Gray , Gray ,7988.0,2
2885,Hyundai Elantra GLS,2013,35626.0,15.0,4.6,0, Beige , Red Allure ,14995.0,3
2886,Hyundai Elantra GLS,2013,48623.0,811.0,4.7,0, Beige , Desert Bronze ,15879.0,4
2887,Hyundai Elantra GLS,2013,74874.0,373.0,4.5,0, Gray , Titanium Gray Metallic ,10495.0,3
2888,Hyundai Accent GLS,2014,69760.0,46.0,3.6,0, Gray , Boston Red Pearl ,10997.0,3
2889,Hyundai Elantra GLS,2013,91232.0,447.0,4.7,0, Beige , Black Diamond ,12995.0,3
2890,Hyundai Accent GLS,2014,75718.0,1444.0,4.7,0, Gray , Triathlon Gray Metallic ,10598.0,3
2891,Hyundai Elantra GLS,2013,115459.0,320.0,4.6,0, Beige , Shimmering White ,11500.0,3
2892,Hyundai Elantra GLS,2013,116372.0,142.0,4.8,0, Beige , Atlantic Blue ,11259.0,3
2893,Hyundai Elantra GLS,2013,20317.0,38.0,4.8,0, Gray , Radiant Silver ,13995.0,3
2894,Hyundai Accent GLS,2009,110944.0,19.0,2.4,0, Gray , BLUE ,5490.0,2
2895,Hyundai Accent GLS,2014,91645.0,614.0,4.9,0, Gray , Ultra Black Pearl ,10217.0,3
2896,Hyundai Elantra GLS,2011,93448.0,676.0,4.8,0, Beige , Pearl White ,10542.0,3
2897,Hyundai Elantra GLS,2013,138768.0,15.0,3.2,0, Gray , Radiant Silver ,9990.0,2
2898,Hyundai Elantra GLS,2012,47476.0,703.0,4.7,0, Gray , Radiant Silver ,12989.0,3
2899,Hyundai Elantra GLS,2013,83494.0,684.0,4.6,0, Gray , Harbor Gray Metallic ,9981.0,2
2900,Hyundai Accent GLS,2011,150000.0,37.0,3.4,0, Gray , Boston Red Pearl ,5495.0,2
2901,Hyundai Elantra GLS,2013,160372.0,943.0,4.8,0, Beige , Blue Sky Metallic ,8619.0,2
2902,Hyundai Elantra GLS,2010,177537.0,133.0,4.4,0, Beige , Apple Red Pearl ,4399.0,1
2903,Hyundai Elantra GLS,2013,100864.0,1453.0,4.9,0, Gray , Midnight Black ,12495.0,3
2904,Hyundai Elantra GLS,2012,124818.0,79.0,4.9,0, Gray , Titanium Gray Metallic ,9999.0,2
2905,Hyundai Accent GLS,2009,73895.0,12.0,4.2,0, Gray , Platinum Silver Metallic + Pearl ,6995.0,2
2906,Hyundai Elantra GLS,2011,62396.0,30.0,2.8,0, Gray , Titanium Gray Metallic ,11900.0,3
2907,Hyundai Elantra GLS,2013,92831.0,74.0,4.8,0, Gray , Indigo Night ,10900.0,3
2908,Hyundai Elantra GLS,2013,121131.0,131.0,4.8,0, Gray , Midnight Black ,8995.0,2
2909,Hyundai Accent GLS,2010,151913.0,1415.0,4.5,0, Gray , Platinum Silver Metallic + Pearl ,5499.0,2
2910,Hyundai Elantra GLS,2010,127370.0,99.0,4.2,0, Beige , Natural Khaki Pearl ,5486.0,2
2911,Hyundai Elantra GLS,2013,155834.0,67.0,3.6,0, Beige , Shimmering White ,9000.0,2
2912,Hyundai Elantra GLS,2013,80502.0,1453.0,4.9,0, Beige , Midnight Black ,12995.0,3
2913,Hyundai Elantra GLS,2013,146820.0,87.0,4.2,0, Gray , Titanium Gray Metallic ,8666.0,2
2915,Hyundai Accent GLS,2012,143228.0,2010.0,4.8,0, Beige , Century White ,7295.0,2
2916,Hyundai Elantra GLS,2012,51510.0,23.0,4.8,0, Beige , Shimmering White ,12681.0,3
2917,Hyundai Accent GLS,2011,93479.0,30.0,2.8,0, Gray , Charcoal Gray Pearl ,5995.0,2
2918,Hyundai Accent GLS,2015,114240.0,46.0,4.4,0, Gray , Boston Red ,7988.0,2
2919,Hyundai Elantra GLS,2013,73568.0,6.0,4.9,0, Gray , Midnight Black ,13195.0,3
2920,Hyundai Accent GLS,2015,105383.0,167.0,4.7,0, Gray , Ironman Silver ,10900.0,3
2921,Hyundai Accent GLS,2013,109738.0,433.0,4.6,0, Gray , Marathon Blue ,8992.0,2
2922,Hyundai Elantra GLS,2013,96036.0,129.0,4.7,0, Gray , Indigo Night ,9830.0,2
2923,Hyundai Elantra GLS,2013,117659.0,2.0,3.0,0, Beige , Desert Bronze ,8995.0,2
2924,Hyundai Accent GLS,2013,106724.0,226.0,4.7,0, Gray , Triathlon Gray ,10995.0,3
2925,Hyundai Accent GLS,2014,68608.0,444.0,4.5,0, Gray , Triathlon Gray Metallic ,12611.0,3
2927,Hyundai Elantra GLS,2011,160948.0,99.0,4.3,0, Gray , Radiant Silver ,6995.0,2
2928,Hyundai Elantra GLS,2013,99326.0,540.0,4.6,0, Beige , Black Diamond ,13787.0,3
2929,Hyundai Elantra GLS,2013,101813.0,5.0,3.4,0, Gray , Radiant Silver ,10995.0,3
2930,Hyundai Elantra GLS,2013,118720.0,11.0,3.9,0, Gray , Black Diamond ,8990.0,2
2931,Hyundai Elantra GLS,2012,217075.0,498.0,4.6,0, Beige , Blue Sky Metallic ,6277.0,2
2932,Hyundai Accent GLS,2013,112000.0,67.0,4.8,0, Gray , Triathlon Gray ,7950.0,2
2933,Hyundai Elantra GLS,2013,116616.0,3.0,3.7,0, Gray , Black Diamond ,8800.0,2
2934,Hyundai Elantra GLS,2008,111774.0,129.0,4.7,0, Gray , Carbon Gray Metallic ,5000.0,1
2935,Hyundai Accent GLS,2013,112660.0,42.0,4.2,0, Gray , Boston Red ,7995.0,2
2936,Hyundai Elantra GLS,2012,100500.0,39.0,4.4,0, Gray , Midnight Black ,6425.0,2
2937,Hyundai Accent GLS,2012,113140.0,18.0,3.6,0, Gray , Clearwater Blue ,7995.0,2
2938,Hyundai Accent GLS,2013,101061.0,1358.0,4.8,0, Gray , Boston Red ,9082.0,2
2939,Hyundai Accent GLS,2012,99916.0,117.0,4.8,0, Gray , Cyclone Gray ,7999.0,2
2940,Hyundai Elantra GLS,2005,197955.0,44.0,2.9,0, Gray , Silver ,2995.0,1
2941,Hyundai Elantra GLS,2013,144213.0,761.0,4.4,0, Beige , Red Allure ,8500.0,2
2942,Hyundai Elantra GLS,2012,90074.0,951.0,4.7,0, Beige , Red Allure ,9700.0,2
2943,Hyundai Elantra GLS,2010,102831.0,14.0,3.9,0, Beige , Apple Red Pearl ,5350.0,2
2944,Hyundai Elantra GLS,2013,112494.0,54.0,4.7,0, Beige , Midnight Black ,9388.0,2
2945,Hyundai Elantra GLS,2007,161902.0,5.0,2.4,0, Gray , Purple ,4900.0,1
2946,Hyundai Elantra GLS,2012,91746.0,645.0,4.6,0, Gray , Indigo Night ,10500.0,3
2947,Hyundai Elantra GLS,2013,144609.0,63.0,3.3,0, Beige , Atlantic Blue ,9998.0,2
2948,Hyundai Elantra GLS,2012,176278.0,14.0,3.2,0, Gray , Shimmering Silver ,5980.0,2
2949,Hyundai Elantra GLS,2013,102044.0,12.0,3.6,0, Beige , Shimmering White ,7997.0,2
2951,Hyundai Elantra GLS,2008,207203.0,1.0,4.8,0, Gray , Gray ,4998.0,1
2952,Hyundai Elantra GLS,2007,230075.0,1730.0,4.5,0, Gray , White ,5995.0,2
2953,Hyundai Elantra GLS,2013,107887.0,10.0,3.8,0, Gray , Titanium Gray Metallic ,7987.0,2
2954,Hyundai Elantra GLS,2013,102322.0,2359.0,4.8,0, Beige , Sparkling Ruby ,10987.0,3
2955,Hyundai Elantra GLS,2009,97445.0,114.0,4.6,0, Gray , Quicksilver Metallic ,6999.0,2
2956,Hyundai Elantra GLS,2008,91659.0,48.0,4.2,0, Beige , White ,6299.0,2
2957,Hyundai Elantra GLS,2009,168775.0,171.0,4.6,0, Beige , Captiva White ,5995.0,2
2959,Hyundai Elantra GLS,2013,69615.0,7340.0,3.7,0, Beige , Shimmering White ,14999.0,3
2960,Hyundai Elantra GLS,2011,163665.0,91.0,2.7,0, Gray , Black Noir Pearl ,2995.0,1
2961,Hyundai Elantra GLS,2009,147819.0,1.0,1.0,0, Beige , Captiva White ,7392.0,2
2962,Hyundai Elantra GLS,2006,99628.0,20.0,3.6,0, Gray , Black ,5995.0,2
2963,Hyundai Accent GLS,2014,106351.0,226.0,4.7,0, Beige , Century White ,10995.0,3
2964,Hyundai Accent GLS,2015,78606.0,32.0,3.7,0, Gray , Century White ,9495.0,2
2965,Hyundai Elantra GLS,2010,153617.0,20.0,4.9,0, Gray , Black Noir Pearl ,5995.0,2
2966,Hyundai Elantra GLS,2013,62871.0,263.0,4.6,0, Beige , Desert Bronze ,12699.0,3
